Customers,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,days_to_order
992729448,0,0,0,0,0,0.012579371,6.368648538,6.377916637,1.462515485,0,2.250168672,0.2623357,0,0,0.527177382,0.005027357,0,0.014200954,0.003403435,0.001636613,0,1.675348953,0
991068621,0,0,0,0,61.4733626,0,0,3.280117318,0,1.676003928,0.452488322,0,0,0,1.994454257,0,0,0,0,0,0,0,0
992151505,0,0,0,6.622471725,16.17062985,0.468413842,0,0,1.840909237,1.196499973,0,0,0,0,0,0,0,0,0,0.789671238,0,0,0
992827378,0,0,0,0,0,0,6.966886434,0.117259573,0.200562194,1.496292405,0.151658651,0,3.031785444,0,0,0,0,0,0,0,0,0,0
992721238,0,0,0,0,0,0,0,0.50757837,2.487334871,0,0,2.220806881,1.083179841,0.012469515,1.022379313,0.944347246,0.890344582,0,1.846206137,1.533991688,0,0,0
992638039,0,0,0,3.708579984,13.33306117,0,2.908353694,0,1.529923727,1.323385561,1.09627356,3.254949554,0,0,2.589196291,2.5267186,1.003557863,0.943314297,0,0,0,0,0
992788996,0,0,0,1.721841952,15.16284227,0.080165536,2.707314778,1.713811983,1.253540919,0.948696978,0.658431534,0.956348689,0.685827547,0.002078253,1.022201207,0.579348867,0.315650408,0.159585875,0.308268262,0.387549923,0,0.279224826,0
991298890,0,0,0,0,9.253147776,0,1.971207433,0,0,0,0.038207389,0.326334559,0.673925756,0.157473974,0.321619606,1.153293944,0.040746557,0.083655972,0,0.185169945,0,4.47825091,0.00101155
992626386,0,0,0,44.77845195,0,0,0,0,0,0.137614831,2.403544509,0.000962009,1.080857783,0,1.659736246,0,2.032808548,0,0,0,0,4.527931052,0
992761916,0,0,0,0,0,0,3.749991054,0,1.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34E-07
992037096,0,0,0,0,0,0,10.21481441,3.685901135,3.055801882,0,0,2.301140395,2.335089705,0,1.489388271,0,0,1.29563655,2.141753989,1.850808747,0,0,0
992524526,0,0,0,0,10.52527071,0,6.793396638,0,4.999392291,0.293867234,0.828929771,2.278498845,2.151782949,0.695368965,2.205206519,0.991045725,0.826611161,0,3.339303848,0.468219825,1.947781421,0,0
992690960,0,0,0,1.559586353,4.279274145,0,8.265679038,0,4.696060332,2.016243962,0,2.796550029,2.687303544,0.166138337,1.419521089,3.51193082,0.057026906,1.686286775,1.516237835,1.638448063,0.96179537,0,0
992761565,0,0,0,0,0,0,5.628781384,0,1.972894219,0.183694857,0.572464362,2.156497735,0.37605021,0,0.430863633,1.226314699,0.28561804,1.55741889,0,0,0,0,0
992764766,0,0,0,0,0,0,1.214466369,0,0.931574883,0.707587477,2.384341331,0,2.694115981,0,0.006796957,2.622864059,1.304429777,0,0,0.026481492,2.769326811,0,0
992889140,0,0,0,0.311917271,2.96090897,0,6.423427568,0.737180227,3.131144721,0.640278706,0.757147093,1.906537401,2.048868478,0.17230146,1.110355294,1.670431061,0.494737177,0.907868443,1.399459134,0.796791625,1.13578072,0,0
992760513,0,0,0,0,7.567738526,0,0.467135352,1.011247728,0.962968649,0,0.899324478,4.15E-05,3.301283221,0.000758601,0,2.141195385,0.000280434,1.167460623,0,2.108508982,0,0,0.000159729
992283717,0,0,0,14.17337246,0,0,0,3.817030062,0.441131315,0.204371043,1.05482019,0.758403834,1.550937979,0,1.913483434,0.34188894,0,0.254510973,0.482813089,0.708349994,0,4.997909608,0
990991692,0,0,0,0,0,0,6.071406211,0,3.015606258,0.731766223,0,0.476276538,0,0,0,0,0,0,0.97163002,0,0.275458682,0,0
991129164,0,0,0,27.15157345,0,0,0,4.635437895,0,0,0,1.799564242,1.593474292,0,0,0.381427479,0,1.050929239,0.949188218,0,0,11.71436209,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
